accel_x (g)_mean,accel_x (g)_std,accel_x (g)_mad,accel_x (g)_min,accel_x (g)_max,accel_x (g)_range,accel_x (g)_iqr,accel_y (g)_mean,accel_y (g)_std,accel_y (g)_mad,accel_y (g)_min,accel_y (g)_max,accel_y (g)_range,accel_y (g)_iqr,accel_z (g)_mean,accel_z (g)_std,accel_z (g)_mad,accel_z (g)_min,accel_z (g)_max,accel_z (g)_range,accel_z (g)_iqr,gyro_x (°/s)_mean,gyro_x (°/s)_std,gyro_x (°/s)_mad,gyro_x (°/s)_min,gyro_x (°/s)_max,gyro_x (°/s)_range,gyro_x (°/s)_iqr,gyro_y (°/s)_mean,gyro_y (°/s)_std,gyro_y (°/s)_mad,gyro_y (°/s)_min,gyro_y (°/s)_max,gyro_y (°/s)_range,gyro_y (°/s)_iqr,gyro_z (°/s)_mean,gyro_z (°/s)_std,gyro_z (°/s)_mad,gyro_z (°/s)_min,gyro_z (°/s)_max,gyro_z (°/s)_range,gyro_z (°/s)_iqr,accel_mag_mean,accel_mag_std,accel_peak_count,accel_peak_amplitude,gyro_mag_mean,gyro_mag_std,gyro_peak_count,gyro_peak_amplitude,jerk_x (g)_mean,jerk_x (g)_std,jerk_y (g)_mean,jerk_y (g)_std,jerk_z (g)_mean,jerk_z (g)_std,accel_dominant_freq,accel_dominant_power,accel_low_band_energy,accel_mid_band_energy,gyro_dominant_freq,gyro_dominant_power,gyro_low_band_energy,gyro_mid_band_energy,gyro_rotation_mean,gyro_rotation_std,accel_corr_xy,accel_corr_xz,accel_corr_yz,gyro_corr_xy,gyro_corr_xz,gyro_corr_yz,shot_type
-0.0879998385419878,0.24731087383782924,0.12894745479022085,-0.6258316096531387,0.2883303425106038,0.9141619521637425,0.16264138867224476,0.005858275976865326,0.5571069533406006,0.24221306357752379,-0.5123512266177535,1.364951709332763,1.8773029359505164,0.3142923011999889,0.0941431742255821,0.7668623889884438,0.6273840269903624,-0.9992803447133124,1.8150919771986675,2.81437232191198,1.0816822873509082,0.7024085916497836,133.1049062436682,101.5758199567217,-139.39252132043802,301.1220761081332,440.51459742857116,167.65962971428564,-1.9109472046680873,121.56526902459417,120.76462706687147,-220.44756768818448,197.07992002610106,417.52748771428554,114.79287657142851,-12.135235777136398,41.182184758536685,53.65158348564531,-76.99665065625724,46.488160486599824,123.48481114285707,69.16541028571424,0.8744832284447999,0.45992288573934353,2.0,1.5849616370450073,161.77083540586085,90.4024828041195,2.0,292.31281350719075,0.17346018603791416,0.21586177610075882,0.38027477833134005,0.4996558672536784,0.7491447711850339,1.0112407900436644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.31217979571636,13.063443891087296,-0.1996202368528123,0.24854040274553954,0.4632084420424739,-0.7782207888650611,0.2629430352365234,-0.718508513395766,drive
-0.17273882639874946,0.5360436916350837,0.5936497901821134,-1.1827540574107445,0.6624922871291656,1.84524634453991,0.7346979086173199,0.0979180051949969,0.8183268023234951,0.681827934818088,-0.8281501222231566,1.970053212445775,2.7982033346689317,0.8106672525659313,0.06008510947845386,0.8167998141935243,0.904915019725778,-1.202598872596154,1.838961676641315,3.0415605492374693,1.139614449164807,11.689825155752345,153.03260729449553,150.24359033599197,-163.92606274900942,368.0844132509903,532.0104759999997,180.0996489999999,3.1008919070535215,120.2642410511098,143.63342592421105,-183.6155431167559,187.31929402610103,370.93483714285696,179.31530064285704,-9.097649918162038,97.31164903124991,143.87996382292033,-151.58147437054294,127.6191079151712,279.2005822857141,176.17978442857134,1.1459047866952308,0.5950652143305988,2.0,2.2008485067749346,200.55802453821494,85.7760874503226,2.0,328.7167020369664,0.29976814093814586,0.37053340840340276,0.5718815771750604,0.7414446753775095,0.8265298695021628,1.0089624979784095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.45883276240119,11.392818282538904,-0.3444814773009136,0.17184182453078353,0.6422022652523092,-0.6592439427181415,0.22739698998259247,-0.6363550975190686,drive
-0.15613184271367936,0.40160862185581203,0.5134166462348047,-0.8141865197371391,0.5502381597919722,1.3644246795291113,0.6698127588910741,0.04888738652967044,0.7631222973511809,0.614523648858757,-0.7278725385761987,1.6771058168083819,2.4049783553845807,0.776700065500606,0.0646860042651358,0.7639553472216548,0.6819539657070407,-1.0888779694565947,2.0163365812162946,3.105214550672889,0.9179686280583803,0.7378670751662727,154.4982115461073,160.48121747476046,-202.60292389186654,285.9705041081332,488.5734279999997,184.25318485714277,-3.550901907964781,126.21138622004534,143.45178872581653,-163.24652625961306,231.10379945467247,394.35032571428553,178.1469545714285,8.04344042066579,82.76313086857296,116.85377488043147,-127.33554437054296,119.41937648659979,246.75492085714274,137.29826999999995,0.964686250760839,0.6539149363821589,2.0,2.0250583848083306,202.7856260682123,74.8637920479873,2.0,294.8928710388295,0.20307908262761107,0.24561140165586706,0.5519318654894356,0.7146991453499357,0.7686255854655265,1.0167267818505608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.23693383330308,7.130198133278569,-0.4090903482609788,-0.1277642808559582,0.6850495912996069,-0.5561166388501435,0.3029996539990756,-0.7107718352721916,drive
-0.13891132462301575,0.696604079234296,0.6808585485361112,-1.3740435532130009,0.79111722866561,2.165160781878611,0.9942395910211991,0.06325430679567841,0.9622500862498549,0.9969310932882571,-1.0783166171475536,2.036922368659659,3.1152389858072125,1.2913952218779472,0.0017919797752338207,0.6756846528296607,0.5254956731787119,-1.1505164883831678,1.3410466775680883,2.491563165951256,1.004741356822544,12.572302283957466,131.36267484724291,146.8656768846198,-144.36564074900943,335.78067353670457,480.14631428571397,160.78037485714276,5.211990267859384,105.63216540927976,79.03641231686974,-156.5120671167559,216.95869231181533,373.4707594285712,73.66361342857141,1.9165177833031601,123.5402479127529,178.14883616106576,-162.3989146562572,187.3846870580283,349.7836017142855,215.289151142857,1.2563775094657252,0.5590603277824249,1.0,2.320036135647082,192.0902312951737,83.46701908581758,3.0,289.443032873299,0.36385813512062476,0.4392715891701254,0.5675771650046132,0.7647107201790324,0.6738930136505782,0.8937539098200004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.60773577813873,4.370401169103978,-0.7602345790029781,-0.0564911720486358,0.24551540519199705,-0.408028448729751,0.2016416876577578,-0.7464390249392626,drive
-0.04671044993540445,0.294639358081384,0.35461966260414646,-0.454961907490156,0.5180815730964365,0.9730434805865926,0.42802320845302444,0.0023629392684339414,0.7204741693275405,0.5290605648014244,-0.9410664123252805,1.7424382137890506,2.683504626114331,0.7612417553032333,0.03660040564984441,0.7898052526502621,0.8000017786516692,-0.7423277289102866,1.8407625648601327,2.5830902937704194,1.3435850353848484,-7.44254472703153,168.67056929583924,216.0502372779794,-231.952037320438,331.08585925099027,563.0378965714283,275.3408022857141,-10.730600413459292,122.07389074427832,123.67404923081234,-206.29534111675588,186.9077128832439,393.2030539999998,125.88555457142851,-4.524663996916622,57.317703598484165,50.47643791488673,-106.75322379911438,83.40367248659983,190.1568962857142,49.44950857142855,0.969274341208058,0.5419612605134579,1.0,2.556265709389973,194.92529075547301,93.98008171553533,2.0,317.852104877391,0.1451393990127197,0.1751430054751265,0.6003561821367287,0.7194151420330765,0.7190356717776892,0.8922730247453626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.28968645960778,17.83423718521641,-0.4783961830495319,-0.49049761874169584,0.8723839608733912,-0.7579055666213015,0.7201213130246115,-0.7288042387974375,drive
-0.09971404827276394,0.46462344366457964,0.6643058765855522,-0.8191468070618387,0.48879345897009413,1.3079402660319328,0.8816141747169699,0.044791473639256466,0.8734511032868408,0.8946476051616999,-0.9656774240166333,1.8402016542370345,2.8058790782536676,0.7721748502931093,0.02193705134432716,0.9011013805473633,0.5074646838490241,-1.3965724594217885,2.084303677577987,3.4808761369997754,0.9964176030772611,4.038060152089347,147.48366988842469,147.23465082793743,-208.0489416061523,312.5525246795617,520.601466285714,172.9479659999999,3.3070497623648807,96.18583635566227,113.12979580802083,-162.13088597389876,144.13913288324395,306.2700188571427,134.64579599999993,7.726320244841617,80.87455672541142,88.40998904910833,-139.5119246562572,116.71118220088552,256.22310685714274,132.1962108571428,1.1931825589893088,0.6160529643944784,1.0,2.5882366366700174,171.66850491606556,90.33661980093751,3.0,274.3995252682354,0.22359473921473363,0.27313137030536183,0.5266791078186833,0.685133877033114,0.8854806731522787,1.195624434894088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.89651828709493,20.811448404355286,-0.680013839176438,-0.2031208988253128,0.3744061342196125,-0.8579356400183967,0.48134717730542464,-0.8052020806140763,drive
-0.10991303770264528,0.3125880672632328,0.3276966966207865,-0.5849532388092098,0.4571590767746063,1.0421123155838161,0.4878790504027389,0.07266600418033713,0.9091816103990941,0.6224170723753432,-0.9137733703867938,2.191437004483654,3.105210374870448,0.8443712538389606,0.03001926467028107,0.6744640231781687,0.8295827290464011,-1.0177762049195234,1.1254696486450106,2.143245853564534,1.0839616090843824,6.252271131942819,167.84091256864446,180.7047542768377,-181.93873360615228,379.942712965276,561.8814465714282,221.83690307142854,4.138385621339238,122.56647320191975,131.05642023049177,-197.15660025961301,182.84084602610105,379.9974462857141,182.97947192857134,0.5873595818379561,74.89826226592537,91.13237903698189,-112.23993094197152,114.56081277231407,226.8007437142856,124.83173492857136,1.0493068907441916,0.5444645519715641,1.0,2.466058068419522,201.00937754426386,91.94919377510502,1.0,414.08766386122073,0.1898972637104839,0.2353575339376319,0.6760998684251581,0.8379426320527522,0.6470846968768497,0.8265882430111067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.05326597690292,10.0365611554885,-0.4025959836167939,-0.10034075335014735,0.6326545202205898,-0.6347423409451156,0.17131948231928112,-0.49104328932692337,drive
-0.14599895500201,0.6443053345840992,0.8698880280562519,-1.1999856659257708,0.8751516067821815,2.0751372727079525,1.121458352405115,0.05999267001618486,0.8425069542000123,1.1125259739803097,-1.0707387887941247,1.7103211785416381,2.7810599673357626,1.1054729277370108,0.02784397827092829,0.801439597171108,0.6650085245480004,-1.1594955830975677,1.860476227694849,3.0199718107924167,0.8348504441834685,12.336057108133291,123.37602263757316,94.56836072224502,-137.00193017758085,285.6942995367046,422.69622971428544,152.25521921428563,12.651719478482093,118.84300302820589,136.26427338231122,-153.0225894024702,230.54597802610104,383.5685674285712,160.47537378571423,0.9494942961236544,124.66374948897233,148.19758783723717,-220.46781008482864,144.92666448659978,365.3944745714284,210.61896614285703,1.2389465974469849,0.5078919088551599,1.0,2.066481945514674,197.41580934778491,78.90815443915233,2.0,303.99830319152045,0.34548286241711196,0.40669642751829715,0.5341081011940315,0.7008027621974987,0.8411161469842021,1.118066300737328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.34221496180425,5.080306042298439,-0.816609536495785,-0.168435361114145,0.32763243324817165,-0.5519112611998092,0.44667312592876185,-0.7450194249816894,drive
-0.11997913140994557,0.4120869123861677,0.45652534935851913,-0.7145645708459416,0.6216894148939915,1.3362539857399331,0.5892495966617505,0.06235135064003203,0.7328647146283788,0.4794682565446631,-0.8824059968327134,1.5324014365870537,2.4148074334197673,0.7471893244453953,0.03950467622684541,0.8350812637428843,0.765693819565919,-0.8792993022666905,1.6616025500856022,2.5409018523522926,1.3550856323562623,2.9690790172242103,162.32764907609368,172.6422219299924,-178.6661078918666,309.9801026795617,488.6462105714283,181.1298339999999,-2.0273669609118445,146.9583927780277,189.20000187238026,-246.87871625961301,205.8130625975296,452.6917788571426,208.61343799999992,-3.675433097815724,82.78729885102366,99.83137239520137,-124.85206294197151,108.26996734374266,233.12203028571417,144.33838699999995,1.0951375739105584,0.4741139387481848,1.0,2.135976113294181,214.3098702617059,94.33178508537402,1.0,399.16476989201993,0.25709195884253566,0.2847329664128422,0.5366557719722411,0.7221032870108675,0.8745458464785804,1.116174886856438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.56693347672677,10.881530354875792,-0.5476106227009182,-0.3519941846354723,0.6783120384342207,-0.7336565431077973,0.4726253670482402,-0.6324943743296219,drive
-0.11255938798360897,0.6827566277746441,0.7738109128002542,-1.3597876618029958,0.7763798374498848,2.1361674992528807,0.9164996461125796,0.072382030793297,1.0393556903872447,0.9090580039219107,-1.1304323102066123,2.1473613562248675,3.2777936664314797,1.1945339104481723,-0.000747676514439308,0.6431422262264802,0.5576838810397566,-1.0367252799549591,1.2177608502481139,2.254486130203073,1.1331539788068803,19.24127637186955,148.03626951055193,154.83066544270446,-180.27204446329512,346.4311783938474,526.7032228571425,208.1366425714285,13.198483872254984,99.12409621070802,81.00119066488409,-167.83078283104163,134.00020488324392,301.8309877142856,139.22430199999997,13.199411409676774,135.93597467148592,210.99638561920156,-158.5020635134001,218.16967162945687,376.67173514285696,265.3772057142856,1.2721654695520381,0.5996274996785272,1.0,2.492617521337162,205.32055701030094,93.70716500654501,2.0,339.2661190690941,0.3628383561933328,0.4445265376420545,0.5668997322831896,0.7878571601785082,0.5971152218406222,0.7813281972396375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.27551248393829,9.254851864276311,-0.7653937173468027,-0.05003015852579357,0.2435767955106525,-0.6440561280961699,0.1588786177502464,-0.6538764360015528,drive
