accel_y (g)_mean,accel_y (g)_std,accel_y (g)_mad,accel_y (g)_min,accel_y (g)_max,accel_y (g)_range,accel_y (g)_iqr,accel_x (g)_mean,accel_x (g)_std,accel_x (g)_mad,accel_x (g)_min,accel_x (g)_max,accel_x (g)_range,accel_x (g)_iqr,accel_z (g)_mean,accel_z (g)_std,accel_z (g)_mad,accel_z (g)_min,accel_z (g)_max,accel_z (g)_range,accel_z (g)_iqr,gyro_x (°/s)_mean,gyro_x (°/s)_std,gyro_x (°/s)_mad,gyro_x (°/s)_min,gyro_x (°/s)_max,gyro_x (°/s)_range,gyro_x (°/s)_iqr,gyro_y (°/s)_mean,gyro_y (°/s)_std,gyro_y (°/s)_mad,gyro_y (°/s)_min,gyro_y (°/s)_max,gyro_y (°/s)_range,gyro_y (°/s)_iqr,gyro_z (°/s)_mean,gyro_z (°/s)_std,gyro_z (°/s)_mad,gyro_z (°/s)_min,gyro_z (°/s)_max,gyro_z (°/s)_range,gyro_z (°/s)_iqr,accel_mag_mean,accel_mag_std,accel_peak_count,accel_peak_amplitude,gyro_mag_mean,gyro_mag_std,gyro_peak_count,gyro_peak_amplitude,jerk_y (g)_mean,jerk_y (g)_std,jerk_x (g)_mean,jerk_x (g)_std,jerk_z (g)_mean,jerk_z (g)_std,accel_dominant_freq,accel_dominant_power,accel_low_band_energy,accel_mid_band_energy,gyro_dominant_freq,gyro_dominant_power,gyro_low_band_energy,gyro_mid_band_energy,gyro_rotation_mean,gyro_rotation_std,accel_corr_xy,accel_corr_xz,accel_corr_yz,gyro_corr_xy,gyro_corr_xz,gyro_corr_yz,shot_type
2.817708291044775,2.865993810832894,3.9498698290244088,-1.9329650660980802,6.414792362473345,8.347757428571425,4.195877285714284,0.2357296956289978,0.8360037522182836,1.2189766938270983,-0.7943119829424306,1.6541603027718543,2.448472285714285,1.2297292142857137,-0.11482799040511725,0.6126037631075117,0.4383152490770943,-0.8374710618336884,1.1507515095948821,1.9882225714285706,0.6687450714285709,122.86329702025581,170.20774734831443,206.46426718792395,-116.07279647974406,444.67644466311276,560.7492411428568,236.54741635714265,-221.41573024413634,307.08886183969827,108.03390496333728,-690.7091933155648,361.63281782729194,1052.3420111428568,195.91105364285698,119.5092771060767,193.3951490772978,128.1057103481695,-166.39608264392314,526.4170722132194,692.8131548571425,186.94681142857124,3.762451828664162,1.7720881397986321,1.0,6.434064486711098,447.47870188631987,197.08253102901364,2.0,702.9237200241625,1.8361997551020401,1.9640118644584934,0.6921530204081631,0.7159478357741298,0.6842103673469385,0.7822294102909482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.9840077824824,18.28935603660924,-0.5951080921073284,0.46343593979064307,-0.5381634379856803,0.3143429675189693,0.7254277657595775,-0.245170195526368,smash
2.8431617196162033,2.738595310410216,2.8890056723904745,-1.7570710660980802,6.081842648187631,7.838913714285711,3.9928592857142844,0.07291208848614072,1.1339054334030294,1.259497695061075,-1.7770608400852874,1.7566708742004256,3.5337317142857128,1.7322017857142846,-0.19547791897654573,0.5325922924364125,0.4858783990486555,-0.7567776332622597,0.7664920810234538,1.5232697142857134,0.8746677857142853,14.284414805970133,178.76638930736695,218.05065907772914,-282.49923990831536,288.93369952025563,571.432939428571,270.5203277142856,-146.56137231556497,357.12073621481375,185.0517505473059,-728.1163136012789,439.75389325586326,1167.8702068571422,266.42958699999986,148.33246903464814,281.912384356358,215.2834695104194,-205.92915635820884,605.1172236417908,811.0463799999997,305.96511299999986,3.826749127307933,1.5976194246622573,1.0,6.154321441325168,469.37911310402,249.6743570074021,1.0,807.6917754437613,1.6127632653061217,1.8199970800346525,1.072934204081632,1.0469802521323301,0.47360714285714256,0.5183295650066146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.91033360297746,18.57125405280454,-0.4830572503053046,0.48163654367232506,0.08841950918850622,0.7317918949958017,0.7822610974437076,0.3209994345474839,smash
0.20695040533049053,2.5430254195286572,0.46583912386269977,-1.8986736375266515,5.063557219616203,6.962230857142854,3.2657601428571414,-0.10143886865671634,0.7018796515174346,0.5864630049593651,-1.9477874115138587,1.2698951599147115,3.21768257142857,0.7248809285714282,-0.09850577611940295,0.5133687173296893,0.4813592156863338,-1.064908490405117,1.0127920810234536,2.0777005714285703,0.6776283571428569,-19.935331165458415,184.98391618538608,51.29861751676284,-476.41345590831526,380.76396694882703,857.1774228571423,88.96551649999996,-17.76433671556503,239.711526478767,137.9004827216682,-687.0238873155647,482.9509038272919,1169.9747911428567,170.75771042857133,-22.08409454392321,280.37556101456283,71.11524926856382,-584.2966752153512,679.5350390703621,1263.8317142857134,89.11773671428567,2.317957825535832,1.3831319498958738,1.0,5.2100016482662985,316.31089506060096,267.28118971169727,3.0,791.3349562685667,0.8167817593984958,1.221774801984441,0.6555528270676688,0.9240037461572195,0.3845207368421051,0.5121016644741357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.8522526424509,83.4478278339263,-0.313169857778557,0.02407319511576723,0.3571059193593199,0.7249602013302001,0.7016825490481353,0.34891294551654073,smash
-0.14546032324093808,2.336464045373437,0.3947197544425712,-1.956020208955223,4.963743219616203,6.919763428571425,2.3715436428571417,-0.1577963972281449,0.6973242490913767,0.5172835146419921,-1.9477874115138587,1.28070258848614,3.228489999999999,0.6656489999999996,-0.11572329040511722,0.5010278337708299,0.4401509224239213,-1.064908490405117,1.172281795309168,2.237190285714285,0.6058199285714283,-20.35503976545841,182.34697072020072,55.01500841921887,-476.41345590831526,380.76396694882703,857.1774228571423,97.18150392857137,2.2419072415778087,232.30929488224163,137.11146045940743,-687.0238873155647,482.9509038272919,1169.9747911428567,175.16481942857132,-21.56691394392321,237.8884671586127,57.78760948462623,-584.2966752153512,547.6776527846479,1131.974327999999,79.21424214285712,2.167874601087095,1.2474470876257424,0.0,0.0,289.1689135646235,247.13310992953888,2.0,597.3628705912098,0.7852824060150373,1.2378230326625923,0.5433010526315787,0.7790853884576516,0.33154087218045103,0.4281502285597947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.9124457412538,76.69009891694469,-0.4663156281994598,-0.11704310633792933,0.17606090150614057,0.6605970521033213,0.7151004917564961,0.27782036455690196,smash
0.36018179104477605,2.8765387160357845,0.89004423582596,-2.1636164946695087,7.210903219616202,9.37451971428571,2.965516999999999,-0.16047845437100206,0.9802347534584666,0.3802165159405153,-2.318411982942429,1.9941085884861396,4.312520571428569,0.5089714285714283,-0.1866534904051172,0.722048755469926,0.47716789921461805,-1.569546204690831,1.9496723667377391,3.51921857142857,0.7439629999999997,-4.812707665458413,191.18735312939296,66.70830651899406,-426.8556659083153,393.7244720916842,820.5801379999996,108.12527492857136,22.82736345586351,265.82951923327727,107.67101773752755,-719.1892293155648,617.2887229701489,1336.4779522857139,148.90435914285706,21.082128613219624,222.4249469098253,109.2714673467752,-175.2694037867803,742.8282590703622,918.0976628571425,166.70606699999993,2.5964850257733927,1.7903292589210338,1.0,7.473201970664754,311.66207319905783,246.0614826700958,3.0,805.5239817317884,1.0297333684210523,1.496527212492103,0.5682717443609019,0.7433658871432574,0.6151029172932327,0.8765658264252725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.35126960362236,75.55738148730151,-0.3830267247540907,0.2913572669635552,-0.051269860362719744,0.6098996000107286,0.4281119986276133,-0.1677988690562449,smash
0.0955517767590619,2.7968156526893466,0.6827084577771424,-2.1636164946695087,7.210903219616202,9.37451971428571,2.881691999999999,-0.27777346865671626,0.8602254648262457,0.46527637042061865,-2.318411982942429,1.295798302771854,3.6142102857142833,0.6003306428571425,-0.013956818976545849,0.6714489330630651,0.5830432770422233,-1.569546204690831,1.9496723667377391,3.51921857142857,0.7893675714285708,-25.200480751172684,164.6214685393459,67.81417104176474,-426.8556659083153,364.2644789488271,791.1201448571423,94.74082471428567,14.780929198720667,272.58154090549505,139.86775734821788,-719.1892293155648,617.2887229701489,1336.4779522857139,177.68550349999987,24.856234227505333,207.88636361408393,96.16003311455876,-154.1356092153518,647.1546256417907,801.2902348571425,148.50638592857138,2.4645035032192495,1.7394582008552502,0.0,0.0,306.32632644300344,228.58962953101562,2.0,787.6709902619737,0.8072468721804508,1.0888925245389633,0.5126610526315787,0.6857920488795431,0.4868356842105261,0.6559301468288457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.51359215198178,73.82709674260796,-0.5885149586896569,0.3491539222748783,0.34147596859968793,0.7279300982829946,0.17485509141755526,-0.20601492834934126,smash
0.09374377675906202,2.593373309340777,0.7067533005568659,-1.95548506609808,5.452208648187631,7.4076937142857116,3.29511357142857,-0.03234292579957359,0.6108330362728714,0.38735651642452135,-1.703093125799573,1.21820658848614,2.9212997142857127,0.5003679285714284,-0.014926018976545797,0.6066611081798687,0.42818314551582715,-1.5422264904051166,1.7275235095948822,3.269749999999999,0.5952158571428565,-3.6404479368869955,155.0763375518738,61.476207737694494,-267.34481590831535,363.99267066311273,631.3374865714281,120.74136385714279,-18.094442029850757,271.24567543713687,203.68416246088844,-795.1675098869932,550.9920161130061,1346.1595259999995,247.0178727142856,13.614384798933912,187.44996349306706,85.10036764472558,-176.1795709296375,609.5212244989336,785.7007954285712,127.34566328571418,2.320694748117225,1.4460886738424588,1.0,5.594044157604908,290.8156130389719,220.70946537286682,3.0,728.1293194725864,0.8687049172932326,1.281450072374534,0.5540296541353381,0.7592071363475578,0.4649704210526313,0.6647461931861511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.42597778981778,69.5805646781107,-0.3049182881099859,0.13486746229412006,0.6175256817889025,0.5477760300530662,0.6273537919831329,0.05489737933486105,smash
0.2356541196162048,2.6215491831439772,0.742801926298562,-1.8986736375266515,5.452208648187631,7.350882285714283,3.317201142857141,-0.09079646865671641,0.6563836898526191,0.5473030325619765,-1.703093125799573,1.2698951599147115,2.972988285714284,0.6145365714285711,-0.042417547547974374,0.5421591316116688,0.5448101428317176,-1.5422264904051166,1.0127920810234536,2.5550185714285703,0.678613571428571,-7.0906671226012765,156.02393688668295,37.23888845475661,-267.34481590831535,363.99267066311273,631.3374865714281,115.72192314285711,-20.879662144136454,268.7388343350423,151.7856279594343,-795.1675098869932,550.9920161130061,1346.1595259999995,196.00020871428563,10.99604317036248,238.13581537828003,93.99923251422472,-368.20902664392304,679.5350390703621,1047.7440657142852,140.6599147857142,2.373253984802938,1.424969412551334,0.0,0.0,310.28815260771836,240.00231185437738,2.0,697.2858067360746,0.862468511278195,1.2296135819184828,0.6026829624060147,0.8713879700016854,0.3884218947368419,0.5214566823358503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.20567046959471,75.77807741295392,-0.28320711977645047,0.06989766090590961,0.46078446769337683,0.6307488189311757,0.6005682796652461,0.16984915931311315,smash
0.11366699104477618,2.601471191783989,0.555595438570395,-1.956020208955223,5.609852362473346,7.565872571428569,3.0168709999999983,-0.19302911151385913,0.7075096790891933,0.4809839055247352,-1.6823825543710016,1.28070258848614,2.9630851428571416,0.6043557857142857,0.03546668102345414,0.44717427096581847,0.5142075386392269,-0.5887810618336884,1.172281795309168,1.7610628571428564,0.6559714285714282,-10.463548951172701,135.0125450149351,61.55132949770364,-264.9489336226011,308.83459723454143,573.7835308571425,132.63021592857137,-7.702654786993608,290.98781998479376,150.13701622891878,-745.2013958869932,435.02522154157754,1180.2266174285708,215.12898707142844,-16.516137029637513,190.87665598682932,73.05201850726647,-290.610310643923,547.6776527846479,838.287963428571,91.15709899999997,2.351409407565643,1.4108505386894552,1.0,5.707183535197161,296.8381900460496,227.2991089987273,3.0,652.3341723494921,0.8734125263157889,1.2638895259491558,0.6157748571428568,0.86014863053398,0.3297982406015036,0.4027136018655672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.54929149201071,72.04160961205334,-0.3388240377745435,0.44011831314957994,0.007397939332439304,0.5690515735059144,0.5060052004231033,0.07449557384458796,smash
0.1321014481876333,2.593160761289505,0.526577100748536,-1.771842208955223,5.609852362473346,7.381694571428569,2.56545807142857,-0.020479782942430684,0.7812615427691659,0.3755107364989785,-1.6823825543710016,1.7756534456289967,3.458035999999998,0.46855442857142815,-0.030687047547974394,0.4034171671119415,0.5260548011669881,-0.6030202046908314,0.839009509594882,1.4420297142857135,0.7092804285714283,-7.689147694029839,143.52937246851607,66.84047563536657,-264.9489336226011,308.83459723454143,573.7835308571425,142.42709864285706,-6.124281529850761,285.76235996469853,109.18993227316938,-745.2013958869932,435.02522154157754,1180.2266174285708,153.93611249999992,-20.309802358208934,212.13123857909767,72.9330811920935,-290.610310643923,724.4784773560764,1015.0887879999993,92.95173299999996,2.349660086891342,1.4126241991067077,0.0,0.0,293.2278056753602,248.56999292364753,2.0,688.0614648034757,0.8208673383458642,1.332780184577472,0.5409692180451124,0.8406463179926226,0.30073261654135325,0.36359578221485583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.44803140381019,71.5858164773381,-0.2711281316591347,0.37228955453156676,0.05503870024069934,0.5488404520420003,0.619822091290759,0.08977764851541344,smash
